fabricante,ano,categoria,couro,combustivel,km,cilindros,tipo_cambio,rodas,cor,airbags,numero_proprietarios,adesivos_personalizados,historico_troca_oleo,codigo_concessionaria,classificacao_veiculo,faixa_preco
HYUNDAI,2018,Universal,Sim,diesel,27406.0,4,Automatico,4,Amarelo,4,4,Não,3,5033,Semi-novo,2.0
MERCEDES-BENZ,2017,Sedan,Sim,Gasolina,1600.0,4,Automatico,6,Preto,12,5,Não,3,1627,Usado,0.0
NISSAN,2006,Sedan,Sim,Gás Natural,200000.0,4,Variator,13,Prata,2,3,Não,10,8986,Usado,0.0
FORD,2013,Sedan,Sim,Gasolina,85500.0,4,Automatico,4,Preto,8,2,Sim,3,3987,Usado,1.0
MERCEDES-BENZ,2008,Sedan,Sim,DIESEL,175614.0,6,Automatico,15,Preto,12,1,Não,8,3574,Usado,0.0
FORD,2014,Sedan,Sim,Hibrido,0.0,4,Automatico,19,Prata,0,1,Não,6,1399,Usado,0.0
NISSAN,2015,SUV,Sim,gasolina,85944.0,4,Automatico,5,Preto,0,5,Não,8,8423,Usado,0.0
SSANGYONG,2017,SUV,Sim,Diesel,73000.0,4,Automatico,22,Branco,4,3,Sim,6,9609,Usado,1.0
FORD,2008,Microonibus,Nao,Diesel,180000.0,4,Manual,10,Branco,2,2,Não,1,2063,Usado,0.0
TOYOTA,2009,Sedan,Sim,Hibrido,92000.0,4,Tiptronic,30,Azul ceu,8,3,Não,9,2803,Usado,0.0
LEXUS,2011,SUV,Sim,Gasol.,160138.0,8,Automatico,9,Branco,0,3,Não,0,8084,Usado,1.0
HYUNDAI,2012,SUV,Sim,Gasolina,197923.0,6,Automatico,11,Red,12,4,Não,7,7875,Usado,0.0
CHEVROLET,2017,Sedan,Nao,Gasolina,42000.0,4,Tiptronic,2,Preto,12,5,Sim,6,2979,Usado,1.0
TOYOTA,2016,SUV,Sim,gasolina,254805.0,8,Automatico,21,Branco,12,4,Sim,8,4398,Usado,0.0
HYUNDAI,2019,SUV,Sim,Diesel,48000.0,4,Automatico,6,Branco,4,5,Não,7,6728,Semi-novo,1.0
NISSAN,1998,Minivan,Sim,Diesel,230000.0,4,Automatico,26,Branco,4,4,Sim,10,7391,Usado,0.0
MERCEDES-BENZ,2013,Sedan,Sim,Gasolina,159250.0,6,Automatico,7,Preto,12,3,Sim,5,7801,Usado,0.0
MERCEDES-BENZ,2006,Sedan,Sim,Gasolina,2000.0,8,Automatico,29,Cinza,12,2,Não,0,3600,Usado,1.0
HYUNDAI,2017,SUV,Sim,Diesel,40800.0,4,Automatico,31,Branco,4,1,Sim,10,7034,Usado,2.0
HYUNDAI,2011,Cupê,Sim,GASOLINA,117492.0,4,Automatico,22,Cinza,4,3,Não,6,7448,Usado,0.0
HYUNDAI,2008,Minivan,Sim,Diesel,56769.0,4,Automatico,31,Prata,4,1,Não,7,6283,Usado,0.0
MERCEDES-BENZ,2014,Sedan,Sim,Gasol.,70000.0,4,Tiptronic,19,Bege,8,5,Não,4,2317,Usado,1.0
TOYOTA,2013,Sedan,Sim,Hibrido,136861.0,4,Automatico,31,Azul,12,4,Sim,2,4742,Usado,0.0
MERCEDES-BENZ,2005,Sedan,Sim,Gasolina,263000.0,4,Automatico,7,Preto,0,5,Não,5,1722,Usado,1.0
HYUNDAI,2012,Sedan,Sim,Gasolina,95665.0,4,Automatico,3,Cinza,4,4,Não,5,4795,Usado,0.0
HYUNDAI,2017,Sedan,Sim,Hibrido,107387.0,4,Automatico,12,Prata,12,5,Não,8,1032,Usado,0.0
NISSAN,2006,Hatchback,Nao,Gasol.,0.0,4,Automatico,31,Red,4,4,Sim,8,6262,Usado,0.0
TOYOTA,2013,SUV,Nao,gasolina,65350.0,4,Tiptronic,29,Branco,12,5,Sim,4,3164,Usado,1.0
OPEL,2000,Vagao de carga,Nao,gasolina,130000.0,4,Manual,23,Prata,0,2,Não,0,4780,Usado,0.0
CHEVROLET,2007,SUV,Sim,DIESEL,183923.0,4,Automatico,13,Prata,4,5,Não,3,1957,Usado,0.0
HYUNDAI,2016,Universal,Sim,DIESEL,97129.0,4,Automatico,17,Prata,4,2,Não,8,1272,Usado,1.0
TOYOTA,2018,SUV,Nao,Gasolina,24000.0,4,Automatico,23,Cinza,8,3,Sim,1,3912,Semi-novo,1.0
CHEVROLET,2017,Hatchback,Sim,Gasol.,29094.0,4,Automatico,23,Cinza,0,4,Sim,1,5213,Usado,0.0
FORD,2015,Sedan,Sim,Hibrido,148709.0,4,Automatico,18,Red,12,3,Não,10,1757,Usado,0.0
LEXUS,2010,SUV,Sim,Hibrido,186005.0,6,Automatico,3,Prata,12,1,Sim,7,4987,Usado,0.0
MERCEDES-BENZ,2013,Sedan,Sim,GASOLINA,156800.0,4,Tiptronic,24,Preto,12,2,Não,1,7666,Usado,1.0
TOYOTA,2015,Sedan,Sim,Hibrido,35000.0,4,Automatico,14,Cinza,10,4,Sim,10,2729,Usado,1.0
HONDA,2006,Hatchback,Nao,GASOLINA,250000.0,4,Manual,32,Cinza,4,2,Não,2,4596,Usado,0.0
MERCEDES-BENZ,2000,Cupê,Sim,Gasol.,255000.0,6,Tiptronic,15,Prata,4,1,Sim,10,4840,Usado,0.0
HONDA,2015,SUV,Sim,Gasolina,117158.0,4,Automatico,31,Branco,12,4,Sim,10,4926,Usado,0.0
SUBARU,2012,SUV,Sim,GASOLINA,281659.0,4,Automatico,14,Azul,0,2,Não,7,3253,Usado,0.0
TOYOTA,2015,Sedan,Sim,Hibrido,63645.0,4,Tiptronic,4,Branco,12,1,Não,9,2104,Usado,1.0
MERCEDES-BENZ,2015,SUV,Sim,Diesel,197338.0,4,Automatico,13,Branco,12,3,Sim,2,9243,Usado,1.0
BMW,2007,Conversivel,Sim,GASOLINA,1123.0,6,Tiptronic,6,Preto,12,3,Não,1,1622,Usado,0.0
AUDI,2016,Sedan,Sim,Gasolina,35000.0,6,Automatico,19,Preto,12,5,Não,4,8538,Usado,3.0
MITSUBISHI,2014,Hatchback,Sim,Gasolina,136634.0,4,Automatico,28,Prata,12,4,Não,4,7971,Usado,0.0
HYUNDAI,2013,Cupê,Nao,Gasol.,77000.0,6,Manual,14,Bege,0,2,Sim,7,1718,Usado,0.0
TOYOTA,2007,Hatchback,Sim,Hibrido,140000.0,4,Variator,24,Verde,12,2,Sim,2,9225,Usado,0.0
HYUNDAI,2018,Sedan,Sim,Gasolina,45494.0,4,Automatico,15,Branco,12,1,Sim,1,7150,Semi-novo,0.0
TOYOTA,2017,Sedan,Sim,Hibrido,47672.0,4,Automatico,20,Branco,12,2,Não,10,4227,Usado,0.0
HONDA,2013,Sedan,Nao,Hibrido,145000.0,4,Automatico,25,Prata,8,1,Sim,6,8582,Usado,0.0
TOYOTA,2014,Sedan,Sim,GASOLINA,52000.0,4,Tiptronic,23,Preto,12,5,Sim,0,6206,Usado,1.0
SUBARU,2016,SUV,Nao,Gasolina,34000.0,4,Variator,10,Branco,7,2,Sim,10,1706,Usado,1.0
HYUNDAI,2009,Hatchback,Sim,Gasolina,140000.0,4,Automatico,27,Prata,4,3,Não,6,5313,Usado,0.0
MERCEDES-BENZ,1998,Sedan,Nao,Gás Natural,180003.0,4,Manual,3,Preto,4,3,Não,2,1663,Usado,0.0
FORD,2008,SUV,Sim,Hibrido,220474.0,4,Automatico,4,Cinza,0,2,Sim,1,6866,Usado,0.0
MERCEDES-BENZ,2016,SUV,Sim,gasolina,59099.0,6,Automatico,25,Branco,0,2,Não,9,9787,Usado,0.0
HYUNDAI,2013,SUV,Sim,DIESEL,124000.0,4,Automatico,10,Prata,4,2,Não,0,6550,Usado,1.0
HONDA,2013,Hatchback,Sim,Gasolina,34682.0,4,Automatico,26,Cinza,4,4,Não,0,9034,Usado,1.0
CHEVROLET,2014,Sedan,Sim,Gasolina,310061.0,4,Automatico,32,Azul,12,1,Não,2,5134,Usado,0.0
HYUNDAI,2014,Sedan,Sim,Gasolina,62000.0,4,Tiptronic,17,Branco,12,4,Não,9,7229,Usado,1.0
HYUNDAI,2007,Sedan,Sim,Diesel,54279.0,4,Automatico,28,Prata,4,3,Sim,3,3585,Usado,0.0
CHEVROLET,2011,Sedan,Sim,Gasol.,135759.0,4,Automatico,6,Cinza,4,4,Não,1,7133,Usado,0.0
HYUNDAI,2013,SUV,Sim,Dies.,120534.0,4,Automatico,16,Prata,4,3,Não,7,8657,Usado,1.0
HYUNDAI,2014,Sedan,Sim,GASOLINA,140000.0,4,Automatico,10,Branco,4,4,Sim,1,2022,Usado,1.0
MERCEDES-BENZ,2010,Sedan,Sim,Gasolina,108517.0,6,Automatico,17,Branco,12,1,Sim,3,6111,Usado,0.0
LEXUS,2010,SUV,Sim,Gasolina,155821.0,8,Automatico,20,Preto,0,3,Não,2,1201,Usado,1.0
MERCEDES-BENZ,2011,Sedan,Sim,DIESEL,325811.0,8,Automatico,20,Preto,12,1,Sim,6,1148,Usado,0.0
TOYOTA,2019,SUV,Sim,Gasolina,24339.0,4,Automatico,24,Azul,12,2,Não,3,4437,Semi-novo,0.0
DAEWOO,2009,Sedan,Sim,Gasolina,130000.0,4,Automatico,16,Preto,4,1,Sim,10,9151,Usado,0.0
BMW,2012,SUV,Sim,Dies.,420794.0,6,Automatico,16,Preto,12,3,Sim,1,2837,Usado,0.0
HYUNDAI,2012,Sedan,Nao,Hibrido,280480.0,4,Automatico,2,Prata,9,5,Sim,6,8530,Usado,0.0
HONDA,2010,Sedan,Nao,Hibrido,150000.0,4,Variator,15,Preto,12,2,Sim,6,1176,Usado,0.0
HONDA,2002,Hatchback,Nao,Gasol.,135000.0,4,Variator,11,Preto,4,1,Sim,0,5972,Usado,0.0
HONDA,2001,Universal,Nao,gasolina,111000.0,4,Automatico,21,Preto,6,2,Sim,4,1088,Usado,0.0
CHEVROLET,2015,Sedan,Sim,Diesel,60618.0,4,Automatico,6,Preto,4,1,Sim,6,6878,Usado,1.0
TOYOTA,2009,Sedan,Sim,Gasolina,230400.0,4,Automatico,3,Prata,12,4,Não,8,5888,Usado,0.0
NISSAN,2014,Sedan,Sim,GASOLINA,127918.0,4,Automatico,26,Red,12,1,Sim,2,7321,Usado,0.0
HYUNDAI,2016,Sedan,Nao,Gasolina,77000.0,4,Tiptronic,24,Prata,10,3,Não,7,2956,Usado,0.0
TOYOTA,2013,Hatchback,Nao,Hibrido,118000.0,4,Automatico,12,Azul ceu,12,1,Não,1,2380,Usado,1.0
HYUNDAI,2015,Sedan,Nao,GASOLINA,85000.0,4,Tiptronic,20,Preto,12,4,Sim,6,7110,Usado,0.0
LEXUS,2014,Hatchback,Sim,Hibrido,132563.0,4,Automatico,30,Red,0,3,Não,10,9509,Usado,0.0
LEXUS,2010,SUV,Sim,Gasolina,138211.0,6,Automatico,10,Preto,12,3,Não,1,6536,Usado,0.0
TOYOTA,2013,Sedan,Sim,GASOLINA,132800.0,6,Tiptronic,27,Azul,12,5,Não,9,3599,Usado,1.0
HYUNDAI,2011,Minivan,Sim,Dies.,52686.0,4,Automatico,25,Prata,4,3,Sim,2,5395,Usado,0.0
FORD,2001,Microonibus,Nao,diesel,253206.0,4,Manual,24,Branco,2,2,Não,3,6385,Usado,0.0
HONDA,2014,Hatchback,Sim,Hibrido,76525.0,4,Automatico,32,Azul,4,4,Não,4,7946,Usado,0.0
HYUNDAI,2016,SUV,Sim,diesel,80000.0,4,Automatico,20,Prata,4,2,Sim,1,5354,Usado,1.0
SSANGYONG,2011,SUV,Sim,Diesel,186412.0,4,Automatico,15,Prata,4,4,Sim,1,6491,Usado,0.0
MERCEDES-BENZ,2011,Sedan,Sim,Dies.,230696.0,6,Automatico,15,Preto,12,1,Sim,3,7489,Usado,0.0
MERCEDES-BENZ,2007,Minivan,Nao,Diesel,285000.0,4,Manual,6,Red,4,1,Sim,8,9257,Usado,1.0
MITSUBISHI,2011,Hatchback,Nao,GASOLINA,92000.0,3,Automatico,16,Marrom,2,4,Sim,0,8134,Usado,0.0
SSANGYONG,2010,SUV,Sim,diesel,120000.0,4,Automatico,10,Prata,4,1,Não,9,1035,Usado,0.0
HYUNDAI,2011,SUV,Sim,Dies.,142000.0,4,Automatico,6,Branco,4,3,Não,1,9713,Usado,1.0
HYUNDAI,2011,Minivan,Sim,Diesel,42415.0,4,Automatico,27,Branco,4,3,Não,5,9135,Usado,0.0
TOYOTA,2014,Sedan,Nao,Hibrido,51000.0,4,Automatico,9,Cinza,12,2,Sim,8,5273,Usado,1.0
DAEWOO,2009,Sedan,Sim,Gasolina,19999.0,4,Automatico,18,Cinza,4,2,Sim,10,9206,Usado,0.0
HONDA,2014,Hatchback,Nao,Hibrido,114000.0,4,Automatico,15,Branco,8,4,Sim,9,6693,Usado,0.0
MITSUBISHI,2003,Hatchback,Nao,Gasolina,241589.0,4,Variator,2,Azul ceu,5,5,Sim,8,9019,Usado,0.0
OPEL,2000,Minivan,Nao,Gasolina,260000.0,4,Manual,20,Prata,6,4,Sim,10,5954,Usado,0.0
FORD,2003,Microonibus,Sim,Dies.,195000.0,6,Manual,26,Amarelo,4,3,Não,8,8977,Usado,0.0
VOLKSWAGEN,2015,Sedan,Sim,Gasolina,55000.0,4,Tiptronic,31,Preto,10,1,Sim,4,6826,Usado,0.0
FORD,2013,Hatchback,Sim,Hibrido,120000.0,4,Tiptronic,29,Prata,10,4,Sim,5,6192,Usado,0.0
HONDA,2010,Hatchback,Nao,Hibrido,157000.0,4,Tiptronic,21,Branco,2,2,Sim,8,5914,Usado,0.0
BMW,2005,Sedan,Sim,gasolina,240000.0,8,Tiptronic,27,Preto,12,3,Não,8,8350,Usado,0.0
TOYOTA,2017,SUV,Nao,Gasolina,76000.0,4,Tiptronic,5,Preto,12,1,Não,8,9010,Usado,1.0
LEXUS,2008,SUV,Sim,Hibrido,244731.0,6,Automatico,30,Preto,12,3,Sim,10,9927,Usado,0.0
MERCEDES-BENZ,1995,Sedan,Nao,Dies.,410918.0,2,Manual,21,Branco,2,2,Sim,9,5427,Usado,0.0
VOLKSWAGEN,2011,Sedan,Sim,GASOLINA,156800.0,4,Automatico,14,Azul,12,1,Não,1,8865,Usado,0.0
HONDA,2011,Hatchback,Nao,Hibrido,188000.0,4,Automatico,8,Azul,8,4,Sim,3,6023,Usado,0.0
HYUNDAI,2013,Sedan,Sim,Gasolina,162558.0,4,Automatico,11,Preto,4,1,Não,2,6799,Usado,0.0
TOYOTA,2013,Hatchback,Nao,Hibrido,130000.0,4,Automatico,10,Red,12,5,Não,2,7433,Usado,0.0
TOYOTA,2012,Sedan,Sim,Hibrido,83000.0,4,Variator,6,Prata,10,3,Não,10,7887,Usado,1.0
AUDI,2010,SUV,Sim,GASOLINA,150400.0,6,Tiptronic,17,Cinza,7,2,Sim,8,3439,Usado,1.0
TOYOTA,2011,Hatchback,Nao,Hibrido,284678.0,4,Automatico,24,Prata,12,1,Sim,4,8228,Usado,0.0
HYUNDAI,2011,Sedan,Sim,Hibrido,224349.0,4,Automatico,15,Cinza,0,5,Não,8,6309,Usado,0.0
TOYOTA,2014,Hatchback,Sim,Hibrido,263392.0,4,Automatico,22,Red,12,2,Não,2,6750,Usado,0.0
FORD,2007,Microonibus,Nao,Diesel,280000.0,4,Manual,8,Branco,2,2,Sim,9,5419,Usado,0.0
TOYOTA,2014,Sedan,Sim,Hibrido,179381.0,4,Automatico,21,Preto,12,2,Não,4,5987,Usado,0.0
HYUNDAI,2017,SUV,Sim,gasolina,284251.0,4,Automatico,7,Cinza,12,3,Não,6,2197,Usado,0.0
MERCEDES-BENZ,2012,Sedan,Sim,Gasolina,133000.0,6,Automatico,30,Preto,12,5,Sim,1,1661,Usado,1.0
CHEVROLET,2018,Sedan,Nao,Gasolina,25304.0,4,Automatico,18,Marrom,8,1,Não,2,2209,Semi-novo,1.0
CHEVROLET,2008,SUV,Sim,Diesel,71486.0,4,Automatico,19,Preto,4,4,Não,8,4574,Usado,0.0
LEXUS,2011,Hatchback,Sim,Hibrido,95590.0,4,Automatico,22,Branco,12,2,Sim,1,1695,Usado,0.0
LEXUS,2016,SUV,Sim,gasolina,155976.0,8,Automatico,7,Branco,0,4,Sim,6,6180,Usado,2.0
HYUNDAI,2012,Sedan,Sim,GASOLINA,147718.0,4,Automatico,18,Prata,4,3,Não,6,3517,Usado,1.0
SUBARU,2003,Vagao de carga,Nao,Gasol.,1000.0,6,Tiptronic,8,Azul,6,4,Não,4,8732,Usado,0.0
TOYOTA,2007,Sedan,Nao,Hibrido,200000.0,4,Variator,20,Cinza,12,1,Não,0,2892,Usado,0.0
MERCEDES-BENZ,1998,Sedan,Nao,Gás Natural,180003.0,4,Manual,15,Preto,4,3,Sim,3,7505,Usado,0.0
LEXUS,2012,Hatchback,Sim,Hibrido,192683.0,4,Automatico,1,Branco,0,3,Não,2,2957,Usado,0.0
CHEVROLET,2010,Sedan,Sim,gasolina,152293.0,4,Automatico,5,Cinza,4,5,Não,6,7675,Usado,0.0
MERCEDES-BENZ,1997,Sedan,Nao,Gás Natural,0.0,4,Manual,1,Preto,4,2,Sim,10,1456,Usado,0.0
TOYOTA,2015,Hatchback,Sim,Gasolina,137350.0,4,Automatico,14,Prata,4,5,Não,6,3726,Usado,0.0
LEXUS,2011,Sedan,Sim,gasolina,202048.0,8,Automatico,14,Branco,0,2,Não,2,7312,Usado,0.0
MERCEDES-BENZ,2016,SUV,Sim,Gasolina,109555.0,4,Automatico,14,Branco,0,3,Não,2,6114,Usado,0.0
TOYOTA,2014,Sedan,Nao,gasolina,40000.0,4,Automatico,25,Verde,16,5,Não,2,2178,Usado,1.0
FORD,2016,Sedan,Sim,Gasol.,65000.0,4,Tiptronic,31,Prata,12,5,Sim,0,2711,Usado,1.0
HYUNDAI,2019,Minivan,Sim,Diesel,25541.0,4,Automatico,29,Preto,4,2,Sim,1,2292,Semi-novo,2.0
SUZUKI,2000,SUV,Nao,GASOLINA,125000.0,4,Manual,30,Verde,4,3,Sim,10,8461,Usado,0.0
HYUNDAI,2012,SUV,Sim,DIESEL,160000.0,4,Automatico,5,Cinza,4,5,Não,10,6584,Usado,1.0
CHEVROLET,2018,Sedan,Sim,DIESEL,28515.0,4,Automatico,11,Cinza,12,3,Sim,5,6727,Semi-novo,0.0
CHEVROLET,2012,Hatchback,Sim,gasolina,94923.0,4,Automatico,27,Preto,4,2,Sim,5,2510,Usado,0.0
BMW,2011,SUV,Sim,Gasolina,147677.0,8,Automatico,18,Red,12,3,Não,8,7573,Usado,0.0
HYUNDAI,2019,SUV,Sim,Dies.,1217.0,4,Automatico,7,Azul,4,4,Não,8,5653,Semi-novo,2.0
TOYOTA,2010,Sedan,Nao,Hibrido,256000.0,6,Automatico,14,Branco,1,5,Sim,8,1052,Usado,0.0
TOYOTA,2013,Hatchback,Nao,Hibrido,137000.0,4,Automatico,24,Prata,6,5,Sim,4,7082,Usado,0.0
VAZ,1988,Sedan,Sim,GASOLINA,1000.0,4,Manual,26,Verde,6,3,Sim,4,1672,Usado,0.0
TOYOTA,2011,Hatchback,Nao,Hibrido,141000.0,4,Automatico,4,Cinza,6,2,Não,3,4769,Usado,0.0
HYUNDAI,2017,Sedan,Sim,gasolina,58414.0,4,Automatico,30,Prata,4,3,Sim,6,5694,Usado,2.0
HYUNDAI,2015,SUV,Sim,Dies.,93555.0,4,Automatico,28,Branco,4,2,Não,6,8004,Usado,1.0
HYUNDAI,2013,Sedan,Sim,Gasolina,64800.0,4,Tiptronic,26,Preto,12,1,Sim,1,9399,Usado,0.0
FORD,2014,SUV,Sim,Gasolina,127000.0,4,Tiptronic,15,Prata,8,5,Não,1,9764,Usado,1.0
MERCEDES-BENZ,2015,SUV,Sim,Gasolina,69555.0,4,Automatico,9,Red,12,2,Sim,7,7036,Usado,0.0
LEXUS,2017,SUV,Sim,Gasol.,35000.0,4,Tiptronic,22,Bege,12,2,Sim,5,9486,Usado,2.0
OPEL,2006,Vagao de carga,Nao,Diesel,27000.0,16,Manual,8,Preto,8,1,Sim,10,1494,Usado,0.0
GAZ,1977,Limousine,Nao,Gasolina,11111.0,6,Manual,8,Preto,0,4,Não,3,5702,Usado,0.0
RENAULT,1995,Sedan,Nao,GASOLINA,32000.0,4,Manual,31,Azul,0,4,Sim,4,4745,Usado,0.0
HYUNDAI,2018,Sedan,Sim,Gasolina,47294.0,4,Automatico,6,Preto,12,5,Sim,2,9546,Semi-novo,0.0
HONDA,2014,Hatchback,Sim,Hibrido,149970.0,4,Automatico,4,Cinza,0,2,Não,0,5184,Usado,0.0
VOLKSWAGEN,2015,Sedan,Sim,GASOLINA,102400.0,4,Automatico,27,Prata,8,5,Não,7,3938,Usado,0.0
MERCEDES-BENZ,2017,SUV,Sim,Gasolina,39814.0,6,Automatico,25,Preto,0,1,Não,9,6002,Usado,1.0
TOYOTA,2009,Hatchback,Nao,Hibrido,174000.0,4,Variator,31,Azul,8,3,Não,3,5830,Usado,0.0
TOYOTA,2013,SUV,Sim,Gasolina,125605.0,6,Automatico,4,Preto,12,5,Sim,1,6891,Usado,0.0
HONDA,2013,Universal,Nao,Hibrido,150000.0,4,Automatico,3,Branco,4,2,Sim,5,8128,Usado,0.0
CHEVROLET,2012,SUV,Sim,diesel,228570.0,4,Automatico,29,Cinza,4,5,Não,0,2668,Usado,0.0
FORD,2012,Hatchback,Nao,Hibrido,128205.0,4,Automatico,3,Prata,10,3,Sim,2,7376,Usado,0.0
MERCEDES-BENZ,2002,Sedan,Sim,GASOLINA,2000.0,6,Tiptronic,23,Preto,12,4,Não,9,9558,Usado,0.0
SUBARU,2008,Sedan,Nao,Gasolina,138000.0,6,Tiptronic,18,Preto,8,5,Sim,9,1664,Usado,0.0
MERCEDES-BENZ,2004,Sedan,Sim,Gasolina,205500.0,6,Tiptronic,22,Prata,8,3,Não,1,7213,Usado,0.0
BMW,1996,Sedan,Nao,GASOLINA,1000.0,4,Manual,26,Cinza,2,5,Sim,0,2070,Usado,0.0
BMW,2012,SUV,Sim,Dies.,229966.0,6,Automatico,15,Preto,0,5,Sim,8,7748,Usado,0.0
HYUNDAI,2017,Universal,Sim,DIESEL,137000.0,4,Automatico,18,Branco,4,1,Sim,3,7202,Usado,1.0
TOYOTA,2011,Sedan,Sim,Hibrido,368064.0,6,Automatico,9,Cinza,12,5,Sim,1,4737,Usado,1.0
TOYOTA,2005,Sedan,Nao,Hibrido,18000.0,1,Automatico,15,Branco,5,5,Sim,6,2777,Usado,0.0
HONDA,2012,Hatchback,Nao,GASOLINA,216000.0,4,Tiptronic,19,Cinza,12,5,Sim,7,2496,Usado,0.0
MERCEDES-BENZ,2012,Sedan,Sim,Gasol.,86000.0,6,Tiptronic,20,Branco,12,1,Sim,10,6430,Usado,1.0
TOYOTA,2019,SUV,Sim,Gasol.,120.0,4,Automatico,20,Branco,10,2,Sim,3,4394,Semi-novo,0.0
HYUNDAI,2011,SUV,Sim,DIESEL,143166.0,4,Automatico,16,Cinza,4,3,Não,10,7402,Usado,0.0
LEXUS,2015,SUV,Sim,Gasolina,273493.0,8,Automatico,20,Prata,0,4,Sim,10,1217,Usado,2.0
HYUNDAI,2015,Sedan,Sim,Gasol.,68243.0,4,Automatico,13,Prata,4,2,Sim,1,5508,Usado,1.0
LEXUS,2006,SUV,Sim,Gás Natural,180000.0,8,Automatico,16,Preto,0,3,Sim,5,9927,Usado,1.0
FORD,2012,Microonibus,Nao,DIESEL,141000.0,4,Manual,29,Branco,2,3,Sim,4,1222,Usado,1.0
MERCEDES-BENZ,2017,Sedan,Sim,GASOLINA,26802.0,4,Automatico,12,Preto,12,4,Sim,10,4638,Usado,0.0
FORD,2014,Hatchback,Nao,Hibrido,272000.0,4,Automatico,32,Cinza,4,4,Sim,5,4759,Usado,0.0
HYUNDAI,2013,Sedan,Sim,Gasolina,31691.0,4,Automatico,2,Branco,4,3,Sim,4,9145,Usado,0.0
BMW,2011,Sedan,Sim,Gasolina,120000.0,6,Tiptronic,17,Preto,12,2,Não,10,7027,Usado,0.0
LEXUS,2008,SUV,Sim,GASOLINA,263190.0,8,Automatico,16,Branco,0,4,Não,6,5417,Usado,0.0
TOYOTA,2014,Sedan,Nao,Gasol.,1440000.0,4,Automatico,14,Prata,0,3,Sim,6,9363,Usado,0.0
MERCEDES-BENZ,1998,Sedan,Sim,Gás Natural,0.0,4,Automatico,18,Preto,2,5,Sim,2,9179,Usado,0.0
HYUNDAI,2011,Hatchback,Nao,Gasolina,73600.0,4,Manual,25,Vermelho,6,4,Sim,10,9177,Usado,0.0
CHEVROLET,2012,SUV,Sim,Diesel,79749.0,4,Automatico,4,Prata,4,3,Sim,1,8960,Usado,0.0
TOYOTA,2018,Sedan,Sim,Hibrido,35058.0,4,Automatico,16,Branco,12,1,Não,8,9995,Semi-novo,0.0
CHEVROLET,2014,SUV,Sim,gasolina,251514.0,4,Automatico,5,Preto,12,3,Sim,6,3450,Usado,0.0
MAZDA,2011,SUV,Sim,Gasol.,183728.0,4,Automatico,12,Azul,12,2,Sim,1,2423,Usado,0.0
TOYOTA,2012,Hatchback,Nao,Hibrido,110990.0,4,Automatico,23,Prata,8,5,Não,1,8303,Usado,0.0
RENAULT,2001,Hatchback,Nao,GASOLINA,777.0,4,Manual,4,Roxo,4,5,Não,2,3565,Usado,0.0
HYUNDAI,2010,SUV,Sim,Diesel,171344.0,4,Automatico,7,Cinza,4,4,Sim,9,1465,Usado,1.0
BMW,2012,Sedan,Sim,Gasol.,58450.0,6,Tiptronic,19,Cinza,12,2,Não,10,6113,Usado,1.0
MITSUBISHI,1993,SUV,Nao,Gás Natural,430000.0,6,Manual,3,Azul,0,2,Não,9,2728,Usado,0.0
TOYOTA,2014,Sedan,Sim,Gasolina,125000.0,4,Tiptronic,6,Cinza,12,3,Sim,2,8991,Usado,1.0
LEXUS,2008,SUV,Sim,Gasolina,218126.0,8,Automatico,2,Preto,0,3,Não,10,9719,Usado,0.0
MERCEDES-BENZ,1997,Sedan,Sim,Gasolina,167000.0,8,Automatico,23,Preto,8,2,Sim,3,3764,Usado,0.0
TOYOTA,2012,Hatchback,Nao,Gasolina,130000.0,4,Automatico,21,Branco,4,4,Não,10,3006,Usado,0.0
LEXUS,2015,SUV,Sim,Hibrido,143619.0,6,Automatico,19,Preto,12,4,Sim,2,2215,Usado,0.0
HYUNDAI,2015,Sedan,Sim,Gasolina,676825.0,4,Automatico,5,Branco,4,5,Sim,2,2719,Usado,0.0
BMW,1989,Sedan,Nao,Gasolina,199000.0,6,Manual,1,Branco,0,2,Sim,10,2781,Usado,0.0
LEXUS,2015,Hatchback,Sim,Hibrido,115347.0,4,Automatico,24,Cinza,0,1,Sim,9,7684,Usado,0.0
BMW,2000,Sedan,Sim,Gasolina,320000.0,6,Tiptronic,1,Preto,4,5,Não,8,1847,Usado,0.0
HYUNDAI,2014,Sedan,Sim,GASOLINA,107155.0,4,Automatico,29,Preto,12,3,Não,0,5722,Usado,0.0
TOYOTA,2012,Sedan,Sim,Hibrido,249422.0,4,Automatico,22,Preto,12,5,Não,1,9517,Usado,0.0
OPEL,1997,Universal,Nao,GASOLINA,200000.0,4,Manual,19,Branco,4,5,Não,5,1028,Usado,0.0
TOYOTA,2014,Sedan,Nao,Hibrido,100000.0,4,Variator,4,Prata,8,2,Não,8,2936,Usado,0.0
MERCEDES-BENZ,2008,SUV,Sim,Diesel,213998.0,6,Automatico,15,Prata,12,5,Sim,6,3747,Usado,0.0
TOYOTA,2013,Hatchback,Sim,GASOLINA,52500.0,4,Automatico,27,Azul,4,5,Sim,8,6409,Usado,1.0
MERCEDES-BENZ,2014,Sedan,Sim,DIESEL,219030.0,6,Automatico,5,Preto,12,2,Não,1,1054,Usado,1.0
LEXUS,2015,SUV,Sim,Gasol.,102907.0,8,Automatico,25,Preto,0,1,Sim,3,1049,Usado,0.0
